Fecha,Anio,Mes_Nombre,Fase_ENOS,ENOS_Indice,Temperatura_Max_C,Temperatura_Min_C,Temperatura_Prom_C,Casos_Dengue,Casos_Leptospirosis,Lluvia_Acumulada_mm,Temporada,Casos_Respiratorios,Eventos_FRM,Familias_Afectadas,Inundaciones,Encharcamientos,Damnificados_Inundaciones,Damnificados_Encharcamientos,Datos_Completos
2023-03-01,2023,Mar,Neutral,-0.1,26.3,7.0,15.0,11.0,11.0,1573.4,Lluvioso,391.0,71.0,89.0,0.0,37.0,0.0,1366.0,1
2023-04-01,2023,Abr,Neutral,0.2,26.1,6.7,15.2,7.0,7.0,1154.8,Lluvioso,455.0,16.0,10.0,0.0,7.0,0.0,0.0,1
2023-05-01,2023,May,Neutral,0.5,27.8,6.8,15.8,15.0,15.0,1159.6,Lluvioso,520.0,9.0,6.0,0.0,13.0,0.0,0.0,1
2023-06-01,2023,Jun,Neutral,0.8,25.6,6.4,15.4,6.0,6.0,322.4,Menos lluvioso,341.0,9.0,6.0,0.0,2.0,0.0,0.0,1
2023-07-01,2023,Jul,El Nino,1.1,25.2,8.0,15.07,11.0,5.0,710.6,Menos lluvioso,286.0,8.0,7.0,0.0,2.0,0.0,0.0,1
2023-08-01,2023,Ago,El Nino,1.3,26.6,5.6,15.35,6.0,6.0,657.9,Menos lluvioso,317.0,9.0,12.0,0.0,1.0,0.0,0.0,1
2023-09-01,2023,Sep,El Nino,1.6,27.8,4.4,15.34,3.0,11.0,709.8,Menos lluvioso,311.0,4.0,0.0,0.0,8.0,0.0,12.0,1
2023-10-01,2023,Oct,El Nino,1.8,27.9,6.2,15.59,0.0,12.0,1328.8,Lluvioso,291.0,3.0,2.0,0.0,46.0,0.0,53.0,1
2023-11-01,2023,Nov,El Nino,1.9,26.7,4.9,15.72,4.0,16.0,722.5,Menos lluvioso,347.0,14.0,17.0,0.0,12.0,0.0,3.0,1
2023-12-01,2023,Dic,El Nino,2.0,27.0,4.6,15.8,2.0,10.0,621.9,Menos lluvioso,259.0,8.0,6.0,0.0,4.0,0.0,10.0,1
2024-01-01,2024,Ene,El Nino,1.8,29.8,2.9,15.93,520.0,2.0,156.2,Menos lluvioso,319.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2024-02-01,2024,Feb,El Nino,1.5,28.3,5.5,16.04,208.0,2.0,772.9,Menos lluvioso,412.0,5.0,34.0,0.0,7.0,0.0,0.0,1
2024-03-01,2024,Mar,El Nino,1.1,29.8,6.7,16.29,285.0,1.0,670.6,Menos lluvioso,457.0,12.0,10.0,0.0,2.0,0.0,0.0,1
2024-04-01,2024,Abr,El Nino,0.7,29.4,3.5,15.9,418.0,1.0,1376.7,Lluvioso,552.0,11.0,13.0,0.0,2.0,0.0,0.0,1
2024-05-01,2024,May,Neutral,0.4,28.9,8.7,16.08,310.0,5.0,1122.6,Lluvioso,736.0,13.0,9.0,0.0,7.0,0.0,6.0,1
2024-06-01,2024,Jun,Neutral,0.2,28.6,7.5,15.27,319.0,4.0,1334.9,Lluvioso,548.0,12.0,14.0,0.0,5.0,0.0,0.0,1
2024-07-01,2024,Jul,Neutral,0.0,28.0,6.9,15.03,381.0,1.0,599.7,Menos lluvioso,424.0,4.0,1.0,0.0,5.0,0.0,133.0,1
2024-08-01,2024,Ago,Neutral,-0.1,27.8,5.1,14.92,192.0,5.0,188.3,Menos lluvioso,382.0,2.0,1.0,0.0,0.0,0.0,0.0,1
2024-09-01,2024,Sep,Neutral,-0.2,27.8,5.5,15.39,121.0,4.0,649.7,Menos lluvioso,366.0,13.0,19.0,0.0,30.0,0.0,67.0,1
2024-10-01,2024,Oct,Neutral,-0.3,30.1,4.5,15.32,132.0,1.0,1493.6,Lluvioso,329.0,26.0,28.0,0.0,15.0,0.0,1.0,1
2024-11-01,2024,Nov,Neutral,-0.4,26.0,6.9,14.55,104.0,1.0,2499.9,Lluvioso,364.0,152.0,391.0,0.0,67.0,0.0,67.0,1
2024-12-01,2024,Dic,Neutral,0.5,25.3,4.6,14.98,139.0,4.0,379.2,Menos lluvioso,262.0,10.0,22.0,0.0,8.0,0.0,1.0,1
2025-01-01,2025,Ene,El Nino,-0.6,26.4,2.2,14.78,537.0,2.0,425.7,Menos lluvioso,246.0,3.0,1.0,0.0,0.0,0.0,0.0,1
2025-02-01,2025,Feb,El Nino,-0.4,25.1,7.1,15.34,105.0,3.0,1685.7,Lluvioso,380.0,9.0,11.0,0.0,27.0,0.0,0.0,1
2025-03-01,2025,Mar,El Nino,-0.2,27.0,5.4,15.98,109.0,2.0,2660.2,Lluvioso,535.0,20.0,6.0,0.0,27.0,0.0,0.0,1
2025-04-01,2025,Abr,Neutral,-0.1,25.6,6.7,15.38,160.0,3.0,2609.6,Lluvioso,568.0,37.0,42.0,0.0,24.0,0.0,50.0,1
2025-05-01,2025,May,Neutral,-0.1,24.2,8.2,14.96,79.0,5.0,1856.5,Lluvioso,628.0,23.0,6.0,0.0,15.0,0.0,0.0,1
2025-06-01,2025,Jun,Neutral,-0.1,,,,71.0,4.0,1430.9,Lluvioso,525.0,17.0,15.0,0.0,9.0,0.0,9.0,1
2025-07-01,2025,Jul,,,,,,,,,,,,,,,,,0
